ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest
P625,penelope.flores651@studentmail.org,Penelope,Flores,2012-08-26,participant,801-351-1902,Provo,UT,84190.0,UVU,STEM
P626,aria.williams652@learners.net,Aria,Williams,2000-06-11,participant,801-289-1803,Lehi,UT,84943.0,SLCC,STEM
P627,lily.jackson653@studentmail.org,Lily,Jackson,1998-10-21,participant,801-792-6901,Riverton,UT,84768.0,East Ridge Middle,Arts
P628,claire.white654@community.org,Claire,White,2004-07-26,participant,801-637-2063,Ogden,UT,84777.0,Mountain View High,STEM
P629,avery.moore655@learners.net,Avery,Moore,2013-08-10,participant,801-737-4438,Pleasant Grove,UT,84424.0,Valley Charter,Both
P630,amelia.miller656@ellarises.org,Amelia,Miller,2007-07-31,participant,801-905-5705,Spanish Fork,UT,84742.0,Local Library,Arts
P631,lucy.king657@learners.net,Lucy,King,2009-08-28,participant,801-776-9132,St. George,UT,84630.0,Art Studio,Both
P632,jackson.young658@studentmail.org,Jackson,Young,1998-01-13,participant,801-497-4171,West Jordan,UT,84726.0,East Ridge Middle,STEM
P633,theodore.davis659@studentmail.org,Theodore,Davis,2005-11-04,participant,801-246-6468,Taylorsville,UT,84424.0,Cafe Rio,Both
P634,hannah.smith660@studentmail.org,Hannah,Smith,2004-09-25,participant,801-269-6042,Murray,UT,84261.0,Cafe Rio,Both
P635,claire.smith661@ellarises.org,Claire,Smith,2001-12-09,participant,801-605-1477,Lehi,UT,84350.0,Valley Charter,Arts
P636,violet.walker662@community.org,Violet,Walker,2001-06-26,participant,801-339-8888,Provo,UT,84662.0,Tech Apprenticeship,Arts
P637,sebastian.perez663@community.org,Sebastian,Perez,2009-09-08,participant,801-960-1917,Taylorsville,UT,84951.0,BYU,Both
P638,aaliyah.scott664@ellarises.org,Aaliyah,Scott,2005-12-06,participant,801-901-6434,Sandy,UT,84592.0,East Ridge Middle,STEM
P639,penelope.johnson665@learners.net,Penelope,Johnson,2010-10-22,participant,801-747-3719,Bountiful,UT,84642.0,Local Library,Arts
P640,riley.hill666@ellarises.org,Riley,Hill,2004-02-03,participant,801-522-1518,Murray,UT,84723.0,SLCC,STEM
P641,jackson.thomas667@learners.net,Jackson,Thomas,2009-10-11,participant,801-509-4541,Riverton,UT,84850.0,BYU,STEM
P642,ella.white668@ellarises.org,Ella,White,2009-05-08,participant,801-294-8270,Sandy,UT,84936.0,Westview High,Arts
P643,mateo.martinez669@studentmail.org,Mateo,Martinez,2004-12-17,participant,801-695-9579,Lehi,UT,84946.0,Retail Store,Arts
P644,aria.miller670@studentmail.org,Aria,Miller,2006-09-11,participant,801-237-8526,Sandy,UT,84742.0,Art Studio,Both
P645,ella.smith671@learners.net,Ella,Smith,2005-06-23,participant,801-808-2426,Provo,UT,84704.0,Mountain View High,STEM
P646,mila.king672@learners.net,Mila,King,2012-04-30,participant,801-976-6114,Salt Lake City,UT,84592.0,Startup Lab,STEM
P647,claire.gonzalez673@studentmail.org,Claire,Gonzalez,2007-11-23,participant,801-745-6228,Murray,UT,84284.0,Tech Apprenticeship,STEM
P648,paisley.martinez674@studentmail.org,Paisley,Martinez,2000-04-18,participant,801-215-9422,Layton,UT,84118.0,Valley Charter,Both
P649,kennedy.scott675@learners.net,Kennedy,Scott,2010-11-16,participant,801-921-5641,Layton,UT,84145.0,Valley Charter,STEM
P650,evelyn.martin676@learners.net,Evelyn,Martin,2008-07-23,participant,801-333-1475,Riverton,UT,84052.0,Startup Lab,Both
P651,charlotte.miller677@community.org,Charlotte,Miller,2002-01-06,participant,801-636-7421,Provo,UT,84089.0,Art Studio,Both
P652,lucas.flores678@learners.net,Lucas,Flores,1999-10-06,participant,801-402-9740,Murray,UT,84341.0,Startup Lab,Arts
P653,sofia.garcia679@community.org,Sofia,Garcia,2008-07-21,participant,801-517-8625,Logan,UT,84467.0,Valley Charter,STEM
P654,aria.flores680@learners.net,Aria,Flores,2005-04-14,participant,801-387-6412,Draper,UT,84402.0,Mountain View High,Arts
P655,sophia.jones681@community.org,Sophia,Jones,2001-10-31,participant,801-690-8556,Logan,UT,84360.0,BYU,Arts
P656,evelyn.martin683@community.org,Evelyn,Martin,2011-12-05,participant,801-623-4908,Bountiful,UT,84605.0,Valley Charter,Both
P657,lily.walker684@community.org,Lily,Walker,2007-10-07,participant,801-413-8063,Ogden,UT,84349.0,Local Library,Arts
P658,ethan.thomas685@studentmail.org,Ethan,Thomas,2000-07-25,participant,801-928-8972,Ogden,UT,84758.0,Local Library,Both
P659,theodore.lee686@ellarises.org,Theodore,Lee,1999-07-25,participant,801-515-7648,Riverton,UT,84181.0,Local Library,STEM
P660,leah.lee687@community.org,Leah,Lee,2011-01-10,participant,801-422-3276,Provo,UT,84093.0,Startup Lab,Both
P661,ava.martinez688@studentmail.org,Ava,Martinez,2011-10-22,participant,801-498-7389,Riverton,UT,84545.0,Local Library,Arts
P662,nora.wilson689@learners.net,Nora,Wilson,2007-10-02,participant,801-895-5989,Murray,UT,84584.0,Art Studio,Arts
P663,emily.nguyen690@ellarises.org,Emily,Nguyen,1999-05-27,participant,801-330-5819,Pleasant Grove,UT,84414.0,UVU,Both
P664,charlotte.smith691@learners.net,Charlotte,Smith,2003-04-12,participant,801-488-1510,Logan,UT,84882.0,SLCC,Both
P665,james.lee692@community.org,James,Lee,2002-09-27,participant,801-645-9931,Bountiful,UT,84391.0,Tech Apprenticeship,STEM
P666,jack.rodriguez693@studentmail.org,Jack,Rodriguez,2001-06-17,participant,801-568-7835,Bountiful,UT,84864.0,BYU,Both
P667,sofia.rodriguez694@ellarises.org,Sofia,Rodriguez,2014-03-07,participant,801-216-3359,Ogden,UT,84664.0,Startup Lab,Arts
P668,william.rodriguez695@ellarises.org,William,Rodriguez,2013-08-06,participant,801-625-8471,St. George,UT,84658.0,Local Library,Arts
P669,riley.robinson696@community.org,Riley,Robinson,2002-03-03,participant,801-563-4698,Riverton,UT,84394.0,SLCC,Both
P670,ava.torres697@community.org,Ava,Torres,2007-03-20,participant,801-713-5411,West Jordan,UT,84730.0,Startup Lab,Both
P671,natalie.williams698@ellarises.org,Natalie,Williams,2011-01-06,participant,801-577-2854,Spanish Fork,UT,84722.0,Mountain View High,Both
P672,abigail.martinez699@learners.net,Abigail,Martinez,2011-09-07,participant,801-280-9574,Riverton,UT,84530.0,East Ridge Middle,STEM
P673,jack.jones700@learners.net,Jack,Jones,1998-03-30,participant,801-551-9765,Provo,UT,84926.0,Mountain View High,Arts
P674,daniel.walker701@learners.net,Daniel,Walker,2001-10-04,participant,801-501-5738,Taylorsville,UT,84362.0,Westview High,Both
P675,brooklyn.torres702@learners.net,Brooklyn,Torres,2010-11-06,participant,801-684-3770,Provo,UT,84645.0,Westview High,Both
P676,savannah.flores703@ellarises.org,Savannah,Flores,2009-05-04,participant,801-284-3077,Murray,UT,84497.0,East Ridge Middle,Arts
P677,eleanor.rodriguez704@learners.net,Eleanor,Rodriguez,2014-08-18,participant,801-463-1232,Layton,UT,84879.0,East Ridge Middle,Both
P678,layla.nguyen705@studentmail.org,Layla,Nguyen,2013-09-19,participant,801-379-5280,Riverton,UT,84379.0,Valley Charter,Arts
P679,riley.king706@ellarises.org,Riley,King,2009-02-14,participant,801-348-3525,Lehi,UT,84087.0,Retail Store,Arts
P680,hazel.thomas707@community.org,Hazel,Thomas,1999-03-22,participant,801-791-6653,Orem,UT,84216.0,Tech Apprenticeship,Arts
P681,ella.brown708@studentmail.org,Ella,Brown,2008-09-06,participant,801-687-5937,Riverton,UT,84409.0,Art Studio,Both
P682,madison.harris709@community.org,Madison,Harris,2007-10-02,participant,801-348-9690,Spanish Fork,UT,84269.0,Westview High,Arts
P683,lucas.harris710@learners.net,Lucas,Harris,2009-12-01,participant,801-242-2595,Pleasant Grove,UT,84700.0,Tech Apprenticeship,Arts
P684,william.flores711@learners.net,William,Flores,2003-09-23,participant,801-473-2610,Lehi,UT,84277.0,Tech Apprenticeship,Both
P685,james.robinson712@studentmail.org,James,Robinson,2005-01-10,participant,801-545-3947,Sandy,UT,84533.0,Cafe Rio,STEM
P686,olivia.jones713@ellarises.org,Olivia,Jones,2013-05-17,participant,801-737-2702,Taylorsville,UT,84101.0,Mountain View High,Arts
P687,victoria.jackson714@learners.net,Victoria,Jackson,1999-04-11,participant,801-224-2506,Sandy,UT,84035.0,Local Library,Both
P688,hannah.hill715@ellarises.org,Hannah,Hill,2006-06-07,participant,801-819-3128,Logan,UT,84089.0,Tech Apprenticeship,Both
P689,riley.davis716@studentmail.org,Riley,Davis,2012-04-29,participant,801-678-2240,Layton,UT,84302.0,Mountain View High,Arts
P690,elijah.lee717@learners.net,Elijah,Lee,1999-05-27,participant,801-275-5543,Orem,UT,84800.0,SLCC,Arts
P691,skylar.brown718@learners.net,Skylar,Brown,2009-01-11,participant,801-651-2137,Layton,UT,84183.0,Startup Lab,STEM
P692,james.lopez719@community.org,James,Lopez,2002-11-25,participant,801-753-8065,Logan,UT,84148.0,Local Library,Both
P693,mila.lewis720@learners.net,Mila,Lewis,2010-10-25,participant,801-274-2153,Logan,UT,84036.0,Art Studio,Arts
P694,lucas.johnson721@community.org,Lucas,Johnson,1998-11-06,participant,801-855-1014,St. George,UT,84669.0,Tech Apprenticeship,Arts
P695,paisley.martinez722@learners.net,Paisley,Martinez,2013-11-14,participant,801-203-9444,Bountiful,UT,84589.0,Retail Store,Arts
P696,levi.ramirez723@community.org,Levi,Ramirez,2006-08-16,participant,801-431-1054,Ogden,UT,84554.0,Art Studio,Arts
P697,avery.torres724@learners.net,Avery,Torres,1999-03-29,participant,801-510-7563,Lehi,UT,84699.0,Tech Apprenticeship,Both
P698,emily.white725@learners.net,Emily,White,2012-07-12,participant,801-670-5750,Ogden,UT,84862.0,Valley Charter,STEM
P699,mia.harris726@studentmail.org,Mia,Harris,2012-02-23,participant,801-599-2749,Murray,UT,84713.0,Art Studio,Arts
P700,alexander.garcia727@community.org,Alexander,Garcia,1998-07-27,participant,801-236-4163,Sandy,UT,84144.0,Art Studio,Both
P701,lillian.young728@community.org,Lillian,Young,2009-03-17,participant,801-753-6041,Ogden,UT,84812.0,Cafe Rio,Arts
P702,emma.williams729@learners.net,Emma,Williams,2007-02-04,participant,801-938-1701,Provo,UT,84346.0,East Ridge Middle,STEM
P703,michael.robinson730@studentmail.org,Michael,Robinson,2014-06-30,participant,801-273-1604,West Jordan,UT,84948.0,North Summit High,Arts
P704,emma.walker731@ellarises.org,Emma,Walker,1998-04-28,participant,801-864-3138,West Jordan,UT,84719.0,North Summit High,Both
P705,charlotte.martin732@ellarises.org,Charlotte,Martin,2000-05-21,participant,801-374-2047,Riverton,UT,84626.0,East Ridge Middle,Arts
P706,victoria.jones733@studentmail.org,Victoria,Jones,2005-04-10,participant,801-955-7586,Taylorsville,UT,84346.0,East Ridge Middle,Both
P707,ethan.rodriguez734@learners.net,Ethan,Rodriguez,2005-07-11,participant,801-246-3841,Sandy,UT,84783.0,East Ridge Middle,STEM
P708,penelope.martinez735@community.org,Penelope,Martinez,2007-11-03,participant,801-578-3703,Orem,UT,84714.0,Valley Charter,Both
P709,mia.rodriguez736@ellarises.org,Mia,Rodriguez,2008-12-03,participant,801-361-1256,Bountiful,UT,84797.0,East Ridge Middle,STEM
P710,ava.lopez737@ellarises.org,Ava,Lopez,2013-07-12,participant,801-910-8798,Murray,UT,84427.0,North Summit High,STEM
P711,aria.moore738@community.org,Aria,Moore,2011-05-17,participant,801-378-1616,Taylorsville,UT,84245.0,North Summit High,Both
P712,jackson.flores739@ellarises.org,Jackson,Flores,2010-07-05,participant,801-628-1074,Murray,UT,84357.0,Valley Charter,STEM
P713,avery.king740@ellarises.org,Avery,King,2009-05-20,participant,801-979-9842,Draper,UT,84884.0,Valley Charter,Arts
P714,grace.moore741@ellarises.org,Grace,Moore,2009-02-27,participant,801-352-8772,Sandy,UT,84116.0,North Summit High,STEM
P715,mia.brown742@learners.net,Mia,Brown,2005-07-01,participant,801-645-5118,Murray,UT,84215.0,Local Library,Arts
P716,mia.miller743@ellarises.org,Mia,Miller,2009-07-20,participant,801-229-8947,Orem,UT,84162.0,East Ridge Middle,STEM
P717,lillian.lewis744@learners.net,Lillian,Lewis,2003-02-28,participant,801-965-6336,Taylorsville,UT,84204.0,Retail Store,STEM
P718,claire.anderson745@ellarises.org,Claire,Anderson,2006-06-04,participant,801-622-4276,West Jordan,UT,84756.0,Startup Lab,STEM
P719,evelyn.walker746@community.org,Evelyn,Walker,2002-11-06,participant,801-646-3374,Provo,UT,84912.0,Startup Lab,Both
P720,benjamin.lopez747@community.org,Benjamin,Lopez,2012-03-05,participant,801-668-4181,Draper,UT,84140.0,UVU,Arts
P721,nora.perez748@studentmail.org,Nora,Perez,2004-04-17,participant,801-782-1977,Provo,UT,84709.0,North Summit High,STEM
P722,theodore.robinson749@community.org,Theodore,Robinson,2004-08-14,participant,801-551-4602,Orem,UT,84779.0,Local Library,STEM
P723,chloe.torres750@studentmail.org,Chloe,Torres,2002-11-09,participant,801-734-9015,Ogden,UT,84422.0,Local Library,Arts
P724,theodore.moore751@ellarises.org,Theodore,Moore,2005-05-05,participant,801-452-5060,Taylorsville,UT,84754.0,SLCC,Both
P725,victoria.nguyen752@studentmail.org,Victoria,Nguyen,2008-07-22,participant,801-245-1656,Salt Lake City,UT,84428.0,Art Studio,Both
P726,isabella.ramirez753@community.org,Isabella,Ramirez,2008-02-24,participant,801-913-2605,Spanish Fork,UT,84830.0,Mountain View High,STEM
P727,abigail.scott754@ellarises.org,Abigail,Scott,2006-01-15,participant,801-423-3174,Taylorsville,UT,84973.0,BYU,STEM
P728,emily.johnson755@community.org,Emily,Johnson,2010-10-17,participant,801-920-8524,Murray,UT,84166.0,Art Studio,Both
P729,sophia.robinson756@community.org,Sophia,Robinson,2002-02-24,participant,801-920-7641,St. George,UT,84896.0,Retail Store,Arts
P730,theodore.smith757@ellarises.org,Theodore,Smith,2009-11-28,participant,801-907-6454,Bountiful,UT,84915.0,Westview High,Arts
P731,elijah.moore758@studentmail.org,Elijah,Moore,2009-07-18,participant,801-543-1898,Ogden,UT,84636.0,Startup Lab,Both
P732,natalie.brown759@ellarises.org,Natalie,Brown,2006-03-14,participant,801-676-1669,Bountiful,UT,84375.0,UVU,STEM
P733,harper.scott760@studentmail.org,Harper,Scott,2000-07-19,participant,801-444-9841,St. George,UT,84343.0,Tech Apprenticeship,Arts
P734,grace.anderson761@learners.net,Grace,Anderson,2013-04-04,participant,801-473-9250,Draper,UT,84920.0,SLCC,Arts
P735,charlotte.jones762@learners.net,Charlotte,Jones,2009-10-24,participant,801-697-9215,Draper,UT,84464.0,Community Center,STEM
P736,jack.wright763@learners.net,Jack,Wright,2002-03-23,participant,801-576-2075,Riverton,UT,84636.0,Startup Lab,Arts
P737,emily.garcia764@community.org,Emily,Garcia,2001-09-11,participant,801-278-2791,Orem,UT,84296.0,BYU,STEM
P738,aria.young765@studentmail.org,Aria,Young,2004-07-29,participant,801-842-1371,Sandy,UT,84534.0,SLCC,Both
P739,ethan.rodriguez766@community.org,Ethan,Rodriguez,2004-07-16,participant,801-654-1351,Draper,UT,84431.0,Valley Charter,STEM
P740,emma.anderson767@learners.net,Emma,Anderson,2008-11-26,participant,801-551-6346,Taylorsville,UT,84593.0,Local Library,Both
P741,mason.scott768@community.org,Mason,Scott,2004-11-15,participant,801-780-3161,Riverton,UT,84312.0,North Summit High,Arts
P742,madison.walker769@learners.net,Madison,Walker,2005-12-02,participant,801-248-3430,Murray,UT,84789.0,BYU,Arts
P743,chloe.flores770@studentmail.org,Chloe,Flores,2001-08-13,participant,801-379-3514,Murray,UT,84187.0,Valley Charter,STEM
P744,mia.lee771@studentmail.org,Mia,Lee,2002-08-08,participant,801-578-4022,Riverton,UT,84267.0,Cafe Rio,Both
P745,isabella.lee772@learners.net,Isabella,Lee,2001-08-24,participant,801-659-9845,St. George,UT,84382.0,Cafe Rio,Arts
P746,avery.johnson773@community.org,Avery,Johnson,2005-03-08,participant,801-348-8504,Spanish Fork,UT,84787.0,North Summit High,STEM
P747,ethan.allen774@learners.net,Ethan,Allen,2010-09-05,participant,801-496-3409,Murray,UT,84486.0,Art Studio,Arts
P748,violet.davis775@community.org,Violet,Davis,2004-11-28,participant,801-894-2914,Provo,UT,84143.0,Westview High,Arts
P749,victoria.lewis776@learners.net,Victoria,Lewis,2011-02-01,participant,801-256-4197,Ogden,UT,84335.0,Cafe Rio,STEM
P750,penelope.gonzalez777@ellarises.org,Penelope,Gonzalez,2009-06-24,participant,801-656-2431,Ogden,UT,84552.0,SLCC,STEM
P751,alexander.lee778@ellarises.org,Alexander,Lee,2006-04-17,participant,801-351-8006,Draper,UT,84408.0,SLCC,Arts
P752,olivia.jackson779@learners.net,Olivia,Jackson,2002-11-02,participant,801-656-2435,Draper,UT,84316.0,Art Studio,Arts
P753,oliver.lewis780@learners.net,Oliver,Lewis,2014-05-05,participant,801-945-7944,Orem,UT,84826.0,Startup Lab,Arts
P754,camila.nguyen781@ellarises.org,Camila,Nguyen,2009-10-13,participant,801-510-8776,St. George,UT,84213.0,UVU,STEM
P755,leah.garcia782@ellarises.org,Leah,Garcia,2001-12-03,participant,801-479-7791,Taylorsville,UT,84655.0,Cafe Rio,Arts
P756,camila.gonzalez783@studentmail.org,Camila,Gonzalez,1998-12-12,participant,801-767-9037,Bountiful,UT,84297.0,Community Center,Arts
P757,brooklyn.young784@community.org,Brooklyn,Young,2003-11-22,participant,801-202-3523,West Jordan,UT,84028.0,BYU,Both
P758,jack.davis785@learners.net,Jack,Davis,1998-08-22,participant,801-703-5009,Taylorsville,UT,84184.0,East Ridge Middle,Arts
P759,jackson.jones786@learners.net,Jackson,Jones,2012-02-01,participant,801-646-5225,Spanish Fork,UT,84580.0,Tech Apprenticeship,Arts
P760,avery.white787@ellarises.org,Avery,White,2001-04-12,participant,801-795-1958,Layton,UT,84167.0,UVU,Arts
P761,camila.thompson788@studentmail.org,Camila,Thompson,2012-04-09,participant,801-569-7873,Provo,UT,84280.0,Startup Lab,Arts
P762,charlotte.jackson789@learners.net,Charlotte,Jackson,2002-05-07,participant,801-278-9419,Pleasant Grove,UT,84655.0,Retail Store,Both
P763,riley.miller790@studentmail.org,Riley,Miller,2004-02-02,participant,801-523-5932,Lehi,UT,84894.0,Tech Apprenticeship,Both
P764,noah.perez792@studentmail.org,Noah,Perez,2002-12-17,participant,801-358-9247,Logan,UT,84224.0,Community Center,STEM
P765,mason.wright793@ellarises.org,Mason,Wright,2000-12-11,participant,801-278-2909,Taylorsville,UT,84472.0,Startup Lab,STEM
P766,levi.thompson794@learners.net,Levi,Thompson,2005-09-03,participant,801-652-9570,Draper,UT,84143.0,North Summit High,Both
P767,brooklyn.johnson795@ellarises.org,Brooklyn,Johnson,2013-06-07,participant,801-910-3332,West Jordan,UT,84132.0,Valley Charter,Arts
P768,sofia.wilson796@studentmail.org,Sofia,Wilson,1999-09-29,participant,801-907-2830,Ogden,UT,84436.0,Westview High,Arts
P769,william.williams797@studentmail.org,William,Williams,2011-04-22,participant,801-875-9412,Logan,UT,84034.0,Westview High,Arts
P770,avery.taylor798@ellarises.org,Avery,Taylor,2014-12-04,participant,801-883-1168,Ogden,UT,84309.0,East Ridge Middle,STEM
P771,grace.nguyen799@studentmail.org,Grace,Nguyen,2000-01-14,participant,801-559-1479,Orem,UT,84687.0,North Summit High,Both
P772,penelope.nguyen800@learners.net,Penelope,Nguyen,2009-04-29,participant,801-712-4962,Draper,UT,84165.0,Local Library,STEM
P773,elizabeth.nguyen801@ellarises.org,Elizabeth,Nguyen,2004-04-27,participant,801-932-4138,Pleasant Grove,UT,84223.0,North Summit High,Both
P774,ava.miller802@studentmail.org,Ava,Miller,2006-03-22,participant,801-924-8777,Pleasant Grove,UT,84872.0,Art Studio,Both
P775,riley.lewis803@ellarises.org,Riley,Lewis,2007-07-07,participant,801-563-7219,Orem,UT,84855.0,Valley Charter,Both
P776,madison.clark804@ellarises.org,Madison,Clark,2009-08-28,participant,801-677-2807,Lehi,UT,84127.0,North Summit High,Arts
P777,natalie.jackson805@ellarises.org,Natalie,Jackson,2006-08-19,participant,801-705-2895,Ogden,UT,84336.0,BYU,Arts
P778,bella.lewis806@studentmail.org,Bella,Lewis,1999-07-25,participant,801-638-4093,Taylorsville,UT,84298.0,Startup Lab,Arts
P779,zoe.lopez807@ellarises.org,Zoe,Lopez,2007-10-29,participant,801-307-7494,Spanish Fork,UT,84689.0,Cafe Rio,Both
P780,abigail.davis808@studentmail.org,Abigail,Davis,2014-08-18,participant,801-911-2666,Bountiful,UT,84411.0,Startup Lab,STEM
P781,harper.white809@studentmail.org,Harper,White,2000-10-02,participant,801-809-7623,Lehi,UT,84206.0,Valley Charter,Arts
P782,jackson.moore810@learners.net,Jackson,Moore,2008-11-13,participant,801-687-7626,Bountiful,UT,84365.0,Cafe Rio,Arts
P783,aria.robinson811@ellarises.org,Aria,Robinson,2003-03-06,participant,801-701-9147,Logan,UT,84257.0,Tech Apprenticeship,STEM
P784,sophia.miller812@ellarises.org,Sophia,Miller,2002-01-07,participant,801-894-1438,Ogden,UT,84511.0,SLCC,Both
P785,claire.martinez813@learners.net,Claire,Martinez,2009-01-15,participant,801-278-9518,Logan,UT,84779.0,Retail Store,Arts
P786,nora.jackson814@community.org,Nora,Jackson,2005-09-15,participant,801-467-9887,Spanish Fork,UT,84517.0,Retail Store,Both
P787,ethan.johnson815@ellarises.org,Ethan,Johnson,2008-02-05,participant,801-321-7285,Taylorsville,UT,84902.0,UVU,Arts
P788,henry.robinson816@ellarises.org,Henry,Robinson,2013-11-02,participant,801-770-5965,Provo,UT,84182.0,North Summit High,Arts
P789,william.rodriguez817@learners.net,William,Rodriguez,2010-10-05,participant,801-982-2792,Bountiful,UT,84500.0,Tech Apprenticeship,Arts
P790,ethan.torres818@community.org,Ethan,Torres,1999-04-02,participant,801-360-9301,Spanish Fork,UT,84576.0,SLCC,Arts
P791,jackson.nguyen819@community.org,Jackson,Nguyen,1999-05-19,participant,801-491-6250,Draper,UT,84785.0,Westview High,Both
P792,mia.rodriguez820@learners.net,Mia,Rodriguez,2012-01-09,participant,801-959-1440,Draper,UT,84829.0,UVU,Arts
P793,elizabeth.ramirez821@learners.net,Elizabeth,Ramirez,2012-10-30,participant,801-559-1924,Draper,UT,84422.0,Valley Charter,STEM
P794,lillian.martin822@ellarises.org,Lillian,Martin,2005-07-28,participant,801-512-2875,Ogden,UT,84890.0,North Summit High,STEM
P795,sebastian.lee823@ellarises.org,Sebastian,Lee,2007-06-13,participant,801-632-9433,Riverton,UT,84674.0,BYU,STEM
P796,jack.nguyen824@ellarises.org,Jack,Nguyen,2005-03-26,participant,801-784-7394,Lehi,UT,84387.0,Local Library,STEM
P797,alexander.miller825@studentmail.org,Alexander,Miller,2001-09-27,participant,801-714-6563,Lehi,UT,84509.0,Local Library,Arts
P798,natalie.ramirez826@studentmail.org,Natalie,Ramirez,2002-10-20,participant,801-277-9779,Spanish Fork,UT,84651.0,BYU,Arts
P799,charlotte.martin827@community.org,Charlotte,Martin,2014-02-05,participant,801-960-2506,West Jordan,UT,84640.0,Community Center,Both
P800,elizabeth.nguyen828@learners.net,Elizabeth,Nguyen,2008-08-29,participant,801-780-9700,Layton,UT,84069.0,SLCC,STEM
P801,kennedy.jones829@learners.net,Kennedy,Jones,2012-11-18,participant,801-507-8092,Pleasant Grove,UT,84824.0,Cafe Rio,Arts
P802,nora.clark830@community.org,Nora,Clark,2013-01-23,participant,801-727-8425,Layton,UT,84640.0,Retail Store,Both
P803,riley.johnson831@studentmail.org,Riley,Johnson,2004-01-04,participant,801-876-8656,Spanish Fork,UT,84219.0,Startup Lab,Both
P804,sebastian.flores832@community.org,Sebastian,Flores,2008-05-16,participant,801-405-6968,Provo,UT,84535.0,North Summit High,STEM
P805,scarlett.martin833@community.org,Scarlett,Martin,2007-04-02,participant,801-265-4335,Taylorsville,UT,84327.0,BYU,Arts
P806,lily.taylor834@studentmail.org,Lily,Taylor,2002-04-22,participant,801-316-3456,Bountiful,UT,84245.0,Westview High,STEM
P807,bella.robinson835@community.org,Bella,Robinson,2002-07-13,participant,801-862-1606,Taylorsville,UT,84433.0,North Summit High,Arts
P808,camila.johnson836@learners.net,Camila,Johnson,2012-06-14,participant,801-763-3883,Layton,UT,84675.0,Community Center,STEM
P809,alexander.johnson837@ellarises.org,Alexander,Johnson,1999-06-05,participant,801-816-5882,Ogden,UT,84322.0,Startup Lab,Arts
P810,natalie.garcia838@community.org,Natalie,Garcia,2000-09-15,participant,801-314-9196,St. George,UT,84242.0,Cafe Rio,Both
P811,mason.taylor839@community.org,Mason,Taylor,2005-01-11,participant,801-814-3003,Ogden,UT,84244.0,UVU,Both
P812,hazel.thomas840@community.org,Hazel,Thomas,2002-10-20,participant,801-309-3869,Sandy,UT,84148.0,BYU,Arts
P813,noah.taylor841@ellarises.org,Noah,Taylor,2005-02-05,participant,801-583-2850,Spanish Fork,UT,84547.0,Cafe Rio,Arts
P814,jack.thomas842@learners.net,Jack,Thomas,2004-11-29,participant,801-686-7025,St. George,UT,84372.0,Westview High,Both
P815,isabella.brown843@studentmail.org,Isabella,Brown,2012-05-01,participant,801-593-6067,Layton,UT,84566.0,Art Studio,Arts
P816,avery.wright844@studentmail.org,Avery,Wright,2003-09-25,participant,801-208-7438,Riverton,UT,84398.0,BYU,STEM
P817,lillian.martin845@studentmail.org,Lillian,Martin,2012-06-15,participant,801-649-6196,Orem,UT,84938.0,SLCC,STEM
P818,penelope.garcia846@community.org,Penelope,Garcia,2014-02-02,participant,801-622-6451,Spanish Fork,UT,84755.0,SLCC,STEM
P819,lily.taylor847@ellarises.org,Lily,Taylor,2014-07-19,participant,801-816-9973,Draper,UT,84431.0,UVU,Arts
P820,sophia.brown848@studentmail.org,Sophia,Brown,1998-01-26,participant,801-856-3229,Riverton,UT,84811.0,SLCC,STEM
P821,bella.lee849@ellarises.org,Bella,Lee,2014-01-02,participant,801-455-9460,Logan,UT,84162.0,Retail Store,Both
P822,sofia.hill850@community.org,Sofia,Hill,2003-11-06,participant,801-689-3187,Lehi,UT,84463.0,North Summit High,Both
P823,claire.jackson851@studentmail.org,Claire,Jackson,2006-10-29,participant,801-576-3980,Ogden,UT,84425.0,Startup Lab,Arts
P824,victoria.johnson852@ellarises.org,Victoria,Johnson,2002-06-13,participant,801-291-8576,West Jordan,UT,84929.0,BYU,Both
P825,chloe.brown853@community.org,Chloe,Brown,1999-12-31,participant,801-466-3445,Taylorsville,UT,84615.0,UVU,STEM
P826,avery.smith854@community.org,Avery,Smith,2000-08-28,participant,801-889-9096,Riverton,UT,84848.0,Valley Charter,Both
P827,grace.gonzalez855@learners.net,Grace,Gonzalez,2000-12-02,participant,801-706-7259,Murray,UT,84765.0,SLCC,STEM
P828,hannah.jackson856@studentmail.org,Hannah,Jackson,1998-08-24,participant,801-618-3391,Taylorsville,UT,84185.0,BYU,Arts
P829,lillian.flores857@community.org,Lillian,Flores,1999-12-04,participant,801-796-8506,West Jordan,UT,84379.0,Westview High,Arts
P830,camila.lee858@community.org,Camila,Lee,2014-07-06,participant,801-592-7935,Sandy,UT,84731.0,Local Library,Arts
P831,evelyn.miller859@ellarises.org,Evelyn,Miller,2005-12-12,participant,801-440-8715,Provo,UT,84341.0,Local Library,Both
P832,mia.smith860@learners.net,Mia,Smith,2006-11-08,participant,801-590-5956,Pleasant Grove,UT,84635.0,Tech Apprenticeship,Arts
P833,sofia.scott861@ellarises.org,Sofia,Scott,2009-01-20,participant,801-373-9253,Orem,UT,84267.0,Startup Lab,Arts
